rank	score	word	letters	syllables	zipf	flags
3117	-2.2	pribula	7	3	0.0	not-in-dict
3118	-2.2	pribyl	6	2	0.0	not-in-dict
3119	-2.2	prichett	8	2	0.0	not-in-dict
3120	-2.2	pricor	6	2	0.0	not-in-dict
3121	-2.2	prigge	6	1	0.0	not-in-dict
3122	-2.2	prigmore	8	2	0.0	not-in-dict
3123	-2.2	prihoda	7	3	0.0	not-in-dict
3124	-2.2	primeaux	8	2	0.0	not-in-dict
3125	-2.2	primeco	7	2	0.0	not-in-dict
3126	-2.2	prindl	6	2	0.0	not-in-dict
3127	-2.2	prinkey	7	2	0.0	not-in-dict
3128	-2.2	prinos	6	2	0.0	not-in-dict
3129	-2.2	prinsen	7	2	0.0	not-in-dict
3130	-2.2	printon	7	2	0.0	not-in-dict
3131	-2.2	printup	7	2	0.0	not-in-dict
3132	-2.2	printy	6	2	0.0	not-in-dict
3133	-2.2	priola	6	3	0.0	not-in-dict
3134	-2.2	prisburg	8	2	0.0	not-in-dict
3135	-2.2	prissie	7	2	0.0	not-in-dict
3136	-2.2	pritz	5	1	0.0	not-in-dict
3137	-2.2	pritzl	6	2	0.0	not-in-dict
3138	-2.2	privette	8	2	0.0	not-in-dict
3139	-2.2	privott	7	2	0.0	not-in-dict
3140	-2.2	priyam	6	2	0.0	not-in-dict
3141	-2.2	prizant	7	2	0.0	not-in-dict
3142	-2.2	probursa	8	3	0.0	not-in-dict
3143	-2.2	procell	7	2	0.0	not-in-dict
3144	-2.2	proch	5	1	0.0	not-in-dict
3145	-2.2	prockter	8	2	0.0	not-in-dict
3146	-2.2	procyte	7	2	0.0	not-in-dict
3147	-2.2	prody	5	2	0.0	not-in-dict
3148	-2.2	proia	5	2	0.0	not-in-dict
3149	-2.2	proler	6	2	0.0	not-in-dict
3150	-2.2	promster	8	2	0.0	not-in-dict
3151	-2.2	promus	6	2	0.0	not-in-dict
3152	-2.2	propfan	7	2	0.0	not-in-dict
3153	-2.2	prorok	6	2	0.0	not-in-dict
3154	-2.2	proscia	7	2	0.0	not-in-dict
3155	-2.2	prosek	6	2	0.0	not-in-dict
3156	-2.2	prosekey	8	3	0.0	not-in-dict
3157	-2.2	proserv	7	2	0.0	not-in-dict
3158	-2.2	proshare	8	2	0.0	not-in-dict
3159	-2.2	proske	6	1	0.0	not-in-dict
3160	-2.2	prosorba	8	3	0.0	not-in-dict
3161	-2.2	protigal	8	3	0.0	not-in-dict
3162	-2.2	protz	5	1	0.0	not-in-dict
3163	-2.2	protzman	8	2	0.0	not-in-dict
3164	-2.2	proudfit	8	2	0.0	not-in-dict
3165	-2.2	prough	6	1	0.0	not-in-dict
3166	-2.2	provance	8	2	0.0	not-in-dict
3167	-2.2	provant	7	2	0.0	not-in-dict
3168	-2.2	provigo	7	3	0.0	not-in-dict
3169	-2.2	provote	7	2	0.0	not-in-dict
3170	-2.2	provus	6	2	0.0	not-in-dict
3171	-2.2	prowant	7	2	0.0	not-in-dict
3172	-2.2	prowell	7	2	0.0	not-in-dict
3173	-2.2	prucha	6	2	0.0	not-in-dict
3174	-2.2	prudency	8	3	0.0	not-in-dict
3175	-2.2	prudit	6	2	0.0	not-in-dict
3176	-2.2	prueter	7	2	0.0	not-in-dict
3177	-2.2	pruette	7	2	0.0	not-in-dict
3178	-2.2	pruiett	7	2	0.0	not-in-dict
3179	-2.2	pruneau	7	2	0.0	not-in-dict
3180	-2.2	pruneda	7	3	0.0	not-in-dict
3181	-2.2	prusak	6	2	0.0	not-in-dict
3182	-2.2	prusha	6	2	0.0	not-in-dict
3183	-2.2	pruski	6	2	0.0	not-in-dict
3184	-2.2	prussak	7	2	0.0	not-in-dict
3185	-2.2	prutzman	8	2	0.0	not-in-dict
3186	-2.2	przybyl	7	3	0.0	not-in-dict
3187	-2.2	przybysz	8	3	0.0	not-in-dict
3188	-2.2	psencik	7	2	0.0	not-in-dict
3189	-2.2	pshew	5	1	0.0	not-in-dict
3190	-2.2	ptovsky	7	3	0.0	not-in-dict
3191	-2.2	ptyon	5	2	0.0	not-in-dict
3192	-2.2	puat	4	2	0.0	not-in-dict
3193	-2.2	pubco	5	2	0.0	not-in-dict
3194	-2.2	puche	5	1	0.0	not-in-dict
3195	-2.2	pucillo	7	3	0.0	not-in-dict
3196	-2.2	puder	5	2	0.0	not-in-dict
3197	-2.2	pudgie	6	2	0.0	not-in-dict
3198	-2.2	pudlo	5	2	0.0	not-in-dict
3199	-2.2	pudwill	7	2	0.0	not-in-dict
3200	-2.2	puett	5	1	0.0	not-in-dict
3201	-2.2	puetz	5	1	0.0	not-in-dict
3202	-2.2	pufahl	6	2	0.0	not-in-dict
3203	-2.2	puipoe	6	2	0.0	not-in-dict
3204	-2.2	pulcini	7	3	0.0	not-in-dict
3205	-2.2	pulice	6	2	0.0	not-in-dict
3206	-2.2	pullam	6	2	0.0	not-in-dict
3207	-2.2	pullano	7	3	0.0	not-in-dict
3208	-2.2	pullara	7	3	0.0	not-in-dict
3209	-2.2	pulos	5	2	0.0	not-in-dict
3210	-2.2	pultz	5	1	0.0	not-in-dict
3211	-2.2	puming	6	2	0.0	not-in-dict
3212	-2.2	pummill	7	2	0.0	not-in-dict
3213	-2.2	pumsie	6	2	0.0	not-in-dict
3214	-2.2	pundt	5	1	0.0	not-in-dict
3215	-2.2	punsalan	8	3	0.0	not-in-dict
3216	-2.2	purdham	7	2	0.0	not-in-dict
3217	-2.2	purdin	6	2	0.0	not-in-dict
3218	-2.2	purgason	8	3	0.0	not-in-dict
3219	-2.2	purile	6	2	0.0	not-in-dict
3220	-2.2	puristic	8	3	0.0	not-in-dict
3221	-2.2	purk	4	1	0.0	not-in-dict
3222	-2.2	purpa	5	2	0.0	not-in-dict
3223	-2.2	pursel	6	2	0.0	not-in-dict
3224	-2.2	pursueth	8	3	0.0	not-in-dict
3225	-2.2	purtee	6	2	0.0	not-in-dict
3226	-2.2	purtle	6	2	0.0	not-in-dict
3227	-2.2	purvin	6	2	0.0	not-in-dict
3228	-2.2	pusant	6	2	0.0	not-in-dict
3229	-2.2	puttable	8	3	0.0	not-in-dict
3230	-2.2	putzier	7	3	0.0	not-in-dict
3231	-2.2	puusepp	7	2	0.0	not-in-dict
3232	-2.2	puza	4	2	0.0	not-in-dict
3233	-2.2	puzio	5	3	0.0	not-in-dict
3234	-2.2	puzzo	5	2	0.0	not-in-dict
3235	-2.2	pyburn	6	2	0.0	not-in-dict
3236	-2.2	pyhrric	7	2	0.0	not-in-dict
3237	-2.2	pyrena	6	3	0.0	not-in-dict
3238	-2.21	pontiacs	8	3	1.49	not-in-dict,inflected
3239	-2.21	proffering	10	3	1.79	not-in-dict,inflected
3240	-2.22	picketers	9	3	1.78	not-in-dict,inflected
3241	-2.23	pawnees	7	2	1.47	not-in-dict,inflected
3242	-2.23	picher	6	2	1.47	not-in-dict,inflected
3243	-2.23	puris	5	2	1.47	not-in-dict,inflected
3244	-2.24	peregrines	10	3	1.76	not-in-dict,inflected
3245	-2.24	pfennigs	8	2	1.46	not-in-dict,inflected
3246	-2.24	platzer	7	2	1.46	not-in-dict,inflected
3247	-2.24	presaging	9	3	1.76	not-in-dict,inflected
3248	-2.25	peets	5	1	1.45	not-in-dict,inflected
3249	-2.25	peruses	7	3	1.45	not-in-dict,inflected
3250	-2.25	powderly	8	3	1.45	not-in-dict,inflected
3251	-2.26	peltzer	7	2	1.44	not-in-dict,inflected
3252	-2.26	perturbs	8	2	1.44	not-in-dict,inflected
3253	-2.26	psalters	8	2	1.44	not-in-dict,inflected
3254	-2.26	purebreds	9	2	1.74	not-in-dict,inflected
3255	-2.27	pagels	6	2	1.43	not-in-dict,inflected
3256	-2.28	plumages	8	3	1.42	not-in-dict,inflected
3257	-2.3	preceeding	10	3	1.7	not-in-dict,inflected
3258	-2.31	penders	7	2	1.39	not-in-dict,inflected
3259	-2.31	prisoned	8	2	1.39	not-in-dict,inflected
3260	-2.32	parras	6	2	1.38	not-in-dict,inflected
3261	-2.33	pillages	8	3	1.37	not-in-dict,inflected
3262	-2.33	poultices	9	3	1.67	not-in-dict,inflected
3263	-2.34	pharoahs	8	2	1.36	not-in-dict,inflected
3264	-2.34	preiser	7	2	1.36	not-in-dict,inflected
3265	-2.35	pennings	8	2	1.35	not-in-dict,inflected
3266	-2.35	perras	6	2	1.35	not-in-dict,inflected
3267	-2.35	plateauing	10	3	1.65	not-in-dict,inflected
3268	-2.35	pricer	6	2	1.35	not-in-dict,inflected
3269	-2.35	prows	5	1	1.35	not-in-dict,inflected
3270	-2.35	pullouts	8	2	1.35	not-in-dict,inflected
3271	-2.35	purveyed	8	2	1.35	not-in-dict,inflected
3272	-2.35	putdowns	8	2	1.35	not-in-dict,inflected
3273	-2.36	prattles	8	2	1.34	not-in-dict,inflected
3274	-2.37	platonists	10	3	1.63	not-in-dict,inflected
3275	-2.38	perjuring	9	3	1.62	not-in-dict,inflected
3276	-2.38	piner	5	2	1.32	not-in-dict,inflected
3277	-2.38	pipkins	7	2	1.32	not-in-dict,inflected
3278	-2.38	pluralized	10	3	1.62	not-in-dict,inflected
3279	-2.39	pusses	6	2	1.31	not-in-dict,inflected
3280	-2.4	pastiches	9	3	1.6	not-in-dict,inflected
3281	-2.4	pratfalls	9	2	1.6	not-in-dict,inflected
3282	-2.4	prejudged	9	2	1.6	not-in-dict,inflected
3283	-2.4	pullbacks	9	2	1.6	not-in-dict,inflected
3284	-2.41	pedros	6	2	1.29	not-in-dict,inflected
3285	-2.41	polites	7	2	1.29	not-in-dict,inflected
3286	-2.42	postdated	9	3	1.58	not-in-dict,inflected
3287	-2.43	pocks	5	1	1.27	not-in-dict,inflected
3288	-2.45	pattered	8	2	1.25	not-in-dict,inflected
3289	-2.45	posteriors	10	3	1.55	not-in-dict,inflected
3290	-2.46	preyer	6	2	1.24	not-in-dict,inflected
3291	-2.47	patons	6	2	1.23	not-in-dict,inflected
3292	-2.47	persinger	9	3	1.53	not-in-dict,inflected
3293	-2.47	proscribes	10	2	1.53	not-in-dict,inflected
3294	-2.49	paller	6	2	1.21	not-in-dict,inflected
3295	-2.49	picas	5	2	1.21	not-in-dict,inflected
3296	-2.49	prier	5	2	1.21	not-in-dict,inflected
3297	-2.5	pagenkopf	9	3	0.0	not-in-dict
3298	-2.5	palleschi	9	3	0.0	not-in-dict
3299	-2.5	palmateer	9	3	0.0	not-in-dict
3300	-2.5	papermate	9	3	0.0	not-in-dict
3301	-2.5	papernick	9	3	0.0	not-in-dict
3302	-2.5	parcplace	9	2	0.0	not-in-dict
3303	-2.5	pattis	6	2	1.2	not-in-dict,inflected
3304	-2.5	paulhamus	9	3	0.0	not-in-dict
3305	-2.5	pawlowicz	9	3	0.0	not-in-dict
3306	-2.5	paysinger	9	3	0.0	not-in-dict
3307	-2.5	peaudouce	9	2	0.0	not-in-dict
3308	-2.5	peddicord	9	3	0.0	not-in-dict
3309	-2.5	peggs	5	1	1.2	not-in-dict,inflected
3310	-2.5	pellicane	9	3	0.0	not-in-dict
3311	-2.5	pengassan	9	3	0.0	not-in-dict
3312	-2.5	pensinger	9	3	0.0	not-in-dict
3313	-2.5	peplinski	9	3	0.0	not-in-dict
3314	-2.5	pepperman	9	3	0.0	not-in-dict
3315	-2.5	peppler	7	2	1.2	not-in-dict,inflected
3316	-2.5	pequignot	9	3	0.0	not-in-dict
3317	-2.5	perkovich	9	3	0.0	not-in-dict
3318	-2.5	perkowski	9	3	0.0	not-in-dict
3319	-2.5	permenter	9	3	0.0	not-in-dict
3320	-2.5	pertschuk	9	2	0.0	not-in-dict
3321	-2.5	peterpaul	9	3	0.0	not-in-dict
3322	-2.5	petkovsek	9	3	0.0	not-in-dict
3323	-2.5	petraitis	9	3	0.0	not-in-dict
3324	-2.5	petrauskas	10	3	0.0	not-in-dict
3325	-2.5	petrocorp	9	3	0.0	not-in-dict
3326	-2.5	petrolane	9	3	0.0	not-in-dict
3327	-2.5	petrolear	9	3	0.0	not-in-dict
3328	-2.5	petrowski	9	3	0.0	not-in-dict
3329	-2.5	petrowsky	9	3	0.0	not-in-dict
3330	-2.5	petzinger	9	3	0.0	not-in-dict
3331	-2.5	pevehouse	9	2	0.0	not-in-dict
3332	-2.5	pezeshkan	9	3	0.0	not-in-dict
3333	-2.5	pfalzgraf	9	2	0.0	not-in-dict
3334	-2.5	pfefferle	9	3	0.0	not-in-dict
3335	-2.5	pfluger	7	2	1.2	not-in-dict,inflected
3336	-2.5	pfundstein	10	2	0.0	not-in-dict
3337	-2.5	philantha	9	3	0.0	not-in-dict
3338	-2.5	philberta	9	3	0.0	not-in-dict
3339	-2.5	philhower	9	3	0.0	not-in-dict
3340	-2.5	phillabaum	10	3	0.0	not-in-dict
3341	-2.5	phonemate	9	2	0.0	not-in-dict
3342	-2.5	phototron	9	3	0.0	not-in-dict
3343	-2.5	photronic	9	3	0.0	not-in-dict
3344	-2.5	pickerill	9	3	0.0	not-in-dict
3345	-2.5	pickworth	9	2	0.0	not-in-dict
3346	-2.5	picturetel	10	3	0.0	not-in-dict
3347	-2.5	piechocki	9	3	0.0	not-in-dict
3348	-2.5	piechowski	10	3	0.0	not-in-dict
3349	-2.5	pieczynski	10	3	0.0	not-in-dict
3350	-2.5	piedboeuf	9	2	0.0	not-in-dict
3351	-2.5	piekarski	9	3	0.0	not-in-dict
3352	-2.5	pierceall	9	2	0.0	not-in-dict
3353	-2.5	pietrowski	10	3	0.0	not-in-dict
3354	-2.5	pietruszka	10	3	0.0	not-in-dict
3355	-2.5	pilkenton	9	3	0.0	not-in-dict
3356	-2.5	pilkerton	9	3	0.0	not-in-dict
3357	-2.5	pilkinton	9	3	0.0	not-in-dict
3358	-2.5	pillowtex	9	3	0.0	not-in-dict
3359	-2.5	pimplapure	10	3	0.0	not-in-dict
3360	-2.5	pincavage	9	3	0.0	not-in-dict
3361	-2.5	pincerlike	10	3	0.0	not-in-dict
3362	-2.5	pinkelman	9	3	0.0	not-in-dict
3363	-2.5	pinkerman	9	3	0.0	not-in-dict
3364	-2.5	pinkowski	9	3	0.0	not-in-dict
3365	-2.5	pinkstaff	9	2	0.0	not-in-dict
3366	-2.5	pinkwater	9	3	0.0	not-in-dict
3367	-2.5	pinquater	9	3	0.0	not-in-dict
3368	-2.5	pippenger	9	3	0.0	not-in-dict
3369	-2.5	pizzazier	9	3	0.0	not-in-dict
3370	-2.5	planitzer	9	3	0.0	not-in-dict
3371	-2.5	plantiffs	9	2	0.0	not-in-dict
3372	-2.5	plantlike	9	2	0.0	not-in-dict
3373	-2.5	plantronic	10	3	0.0	not-in-dict
3374	-2.5	playcount	9	2	0.0	not-in-dict
3375	-2.5	plessinger	10	3	0.0	not-in-dict
3376	-2.5	pletscher	9	2	0.0	not-in-dict
3377	-2.5	pleuritis	9	3	0.0	not-in-dict
3378	-2.5	plucinski	9	3	0.0	not-in-dict
3379	-2.5	podgorski	9	3	0.0	not-in-dict
3380	-2.5	podgurski	9	3	0.0	not-in-dict
3381	-2.5	poorbaugh	9	2	0.0	not-in-dict
3382	-2.5	portculis	9	3	0.0	not-in-dict
3383	-2.5	postcrash	9	2	0.0	not-in-dict
3384	-2.5	posterize	9	3	0.0	not-in-dict
3385	-2.5	postlewait	10	3	0.0	not-in-dict
3386	-2.5	postrelle	9	2	0.0	not-in-dict
3387	-2.5	pottebaum	9	2	0.0	not-in-dict
3388	-2.5	potteiger	9	3	0.0	not-in-dict
3389	-2.5	potthurst	9	2	0.0	not-in-dict
3390	-2.5	poussaint	9	2	0.0	not-in-dict
3391	-2.5	powercise	9	2	0.0	not-in-dict
3392	-2.5	powersoft	9	3	0.0	not-in-dict
3393	-2.5	prattled	8	2	1.2	not-in-dict,inflected
3394	-2.5	prellwitz	9	2	0.0	not-in-dict
3395	-2.5	prentnieks	10	3	0.0	not-in-dict
3396	-2.5	prepackage	10	3	0.0	not-in-dict
3397	-2.5	pressnell	9	2	0.0	not-in-dict
3398	-2.5	presswood	9	2	0.0	not-in-dict
3399	-2.5	prestidge	9	2	0.0	not-in-dict
3400	-2.5	prestowitz	10	3	0.0	not-in-dict
3401	-2.5	prestridge	10	2	0.0	not-in-dict
3402	-2.5	prillaman	9	3	0.0	not-in-dict
3403	-2.5	primebank	9	2	0.0	not-in-dict
3404	-2.5	primenews	9	2	0.0	not-in-dict
3405	-2.5	primestar	9	2	0.0	not-in-dict
3406	-2.5	proleukin	9	3	0.0	not-in-dict
3407	-2.5	prothallus	10	3	0.0	not-in-dict
3408	-2.5	proventus	9	3	0.0	not-in-dict
3409	-2.5	prunedale	9	2	0.0	not-in-dict
3410	-2.5	prunskiene	10	2	0.0	not-in-dict
3411	-2.5	prusinski	9	3	0.0	not-in-dict
3412	-2.5	przybocki	9	3	0.0	not-in-dict
3413	-2.5	publicker	9	3	0.0	not-in-dict
3414	-2.5	publitech	9	3	0.0	not-in-dict
3415	-2.5	puchalski	9	3	0.0	not-in-dict
3416	-2.5	pulkrabek	9	3	0.0	not-in-dict
3417	-2.5	pulmazyme	9	3	0.0	not-in-dict
3418	-2.5	pulmozyme	9	3	0.0	not-in-dict
3419	-2.5	purington	9	3	0.0	not-in-dict
3420	-2.5	pursifull	9	3	0.0	not-in-dict
3421	-2.5	puskarich	9	3	0.0	not-in-dict
3422	-2.5	puttenbay	9	3	0.0	not-in-dict
3423	-2.51	pillagers	9	3	1.49	not-in-dict,inflected
3424	-2.51	postholes	9	2	1.49	not-in-dict,inflected
3425	-2.52	perses	6	2	1.18	not-in-dict,inflected
3426	-2.53	prepaying	9	3	1.47	not-in-dict,inflected
3427	-2.54	parcher	7	2	1.16	not-in-dict,inflected
3428	-2.54	pikers	6	2	1.16	not-in-dict,inflected
3429	-2.55	paroling	8	3	1.15	not-in-dict,inflected
3430	-2.57	pilfers	7	2	1.13	not-in-dict,inflected
3431	-2.58	parlaying	9	3	1.42	not-in-dict,inflected
3432	-2.59	perfuming	9	3	1.41	not-in-dict,inflected
3433	-2.59	portending	10	3	1.41	not-in-dict,inflected
3434	-2.59	purveying	9	3	1.41	not-in-dict,inflected
3435	-2.6	playpens	8	2	1.1	not-in-dict,inflected
3436	-2.61	pompons	7	2	1.09	not-in-dict,inflected
3437	-2.62	pricings	8	2	1.08	not-in-dict,inflected
3438	-2.63	pentiums	8	3	1.07	not-in-dict,inflected
3439	-2.63	preceeds	8	2	1.07	not-in-dict,inflected
3440	-2.64	petties	7	2	1.06	not-in-dict,inflected
3441	-2.65	pasing	6	2	1.05	not-in-dict,inflected
3442	-2.65	piddles	7	2	1.05	not-in-dict,inflected
3443	-2.66	peakes	6	1	1.04	not-in-dict,inflected
3444	-2.66	pollinates	10	3	1.34	not-in-dict,inflected
3445	-2.66	putes	5	1	1.04	not-in-dict,inflected
3446	-2.68	poucher	7	2	1.02	not-in-dict,inflected
3447	-2.68	pynes	5	1	1.02	not-in-dict,inflected
3448	-2.69	peronists	9	3	1.31	not-in-dict,inflected
3449	-2.69	postdates	9	2	1.31	not-in-dict,inflected
3450	-2.7	passbooks	9	2	1.3	not-in-dict,inflected
3451	-2.83	pettinger	9	3	1.17	not-in-dict,inflected
3452	-2.87	preferreds	10	3	1.13	not-in-dict,inflected
3453	-2.9	potboilers	10	3	1.1	not-in-dict,inflected
3454	-2.92	posturings	10	3	1.08	not-in-dict,inflected
3455	-2.93	protectees	10	3	1.07	not-in-dict,inflected
3456	-2.96	pittinger	9	3	1.04	not-in-dict,inflected
3457	-2.96	postdating	10	3	1.04	not-in-dict,inflected
3458	-3.7	palmists	8	2	0.0	not-in-dict,inflected
3459	-3.7	pamer	5	2	0.0	not-in-dict,inflected
3460	-3.7	panfuls	7	2	0.0	not-in-dict,inflected
3461	-3.7	patuxets	8	3	0.0	not-in-dict,inflected
3462	-3.7	paules	6	1	0.0	not-in-dict,inflected
3463	-3.7	paysops	7	2	0.0	not-in-dict,inflected
3464	-3.7	peacher	7	2	0.0	not-in-dict,inflected
3465	-3.7	pealer	6	2	0.0	not-in-dict,inflected
3466	-3.7	peras	5	2	0.0	not-in-dict,inflected
3467	-3.7	perjures	8	2	0.0	not-in-dict,inflected
3468	-3.7	perots	6	2	0.0	not-in-dict,inflected
3469	-3.7	persing	7	2	0.0	not-in-dict,inflected
3470	-3.7	petroles	8	2	0.0	not-in-dict,inflected
3471	-3.7	petteys	7	2	0.0	not-in-dict,inflected
3472	-3.7	picketer	8	3	0.0	not-in-dict,inflected
3473	-3.7	pigskins	8	2	0.0	not-in-dict,inflected
3474	-3.7	pipetter	8	3	0.0	not-in-dict,inflected
3475	-3.7	placetas	8	3	0.0	not-in-dict,inflected
3476	-3.7	pleiads	7	2	0.0	not-in-dict,inflected
3477	-3.7	plocher	7	2	0.0	not-in-dict,inflected
3478	-3.7	plotts	6	1	0.0	not-in-dict,inflected
3479	-3.7	plunkers	8	2	0.0	not-in-dict,inflected
3480	-3.7	pomper	6	2	0.0	not-in-dict,inflected
3481	-3.7	poplins	7	2	0.0	not-in-dict,inflected
3482	-3.7	posners	7	2	0.0	not-in-dict,inflected
3483	-3.7	potpies	7	2	0.0	not-in-dict,inflected
3484	-3.7	pozos	5	2	0.0	not-in-dict,inflected
3485	-3.7	pranger	7	2	0.0	not-in-dict,inflected
3486	-3.7	prechter	8	2	0.0	not-in-dict,inflected
3487	-3.7	preusser	8	2	0.0	not-in-dict,inflected
3488	-3.7	pritts	6	1	0.0	not-in-dict,inflected
3489	-3.7	propes	6	1	0.0	not-in-dict,inflected
3490	-3.7	propps	6	1	0.0	not-in-dict,inflected
3491	-3.7	pruer	5	2	0.0	not-in-dict,inflected
3492	-3.7	pudgies	7	2	0.0	not-in-dict,inflected
3493	-3.7	pughs	5	1	0.0	not-in-dict,inflected
3494	-3.7	pullins	7	2	0.0	not-in-dict,inflected
3495	-3.7	purveys	7	2	0.0	not-in-dict,inflected
3496	-4.0	panelized	9	3	0.0	not-in-dict,inflected
3497	-4.0	parrishes	9	3	0.0	not-in-dict,inflected
3498	-4.0	pegboards	9	2	0.0	not-in-dict,inflected
3499	-4.0	penninger	9	3	0.0	not-in-dict,inflected
3500	-4.0	permutates	10	3	0.0	not-in-dict,inflected
3501	-4.0	pershings	9	2	0.0	not-in-dict,inflected
3502	-4.0	personics	9	3	0.0	not-in-dict,inflected
3503	-4.0	pfenninger	10	3	0.0	not-in-dict,inflected
3504	-4.0	pfisterer	9	3	0.0	not-in-dict,inflected
3505	-4.0	photronics	10	3	0.0	not-in-dict,inflected
3506	-4.0	pipefishes	10	3	0.0	not-in-dict,inflected
3507	-4.0	pipetters	9	3	0.0	not-in-dict,inflected
3508	-4.0	pointingly	10	3	0.0	not-in-dict,inflected
3509	-4.0	pollinger	9	3	0.0	not-in-dict,inflected
3510	-4.0	potpourris	10	3	0.0	not-in-dict,inflected
3511	-4.0	preexists	9	3	0.0	not-in-dict,inflected
3512	-4.0	presswoods	10	2	0.0	not-in-dict,inflected
3513	-4.0	preyistas	9	3	0.0	not-in-dict,inflected
3514	-4.0	pritzkers	9	2	0.0	not-in-dict,inflected
3515	-4.0	procreates	10	3	0.0	not-in-dict,inflected
3516	-4.0	promsters	9	2	0.0	not-in-dict,inflected
3517	-4.0	ptomaines	9	2	0.0	not-in-dict,inflected
3518	-4.0	pussyfoots	10	3	0.0	not-in-dict,inflected
